Codigo,NomeCatalogoAtual,NomeCadastro,DescricaoCadastro,EspecificacoesCadastro
2440,LAMPADA LED FILAMENTO B35 E14 4W 2200K 100-240V AMBAR,LAMPADA LED FILAMENTO B35 E14 4W 2200K 100-240V AMBAR,Lâmpada com Filamento LED B35 4W Bivolt 2200K Socket E14 Ambar,CÓDIGO: 2440\REFERÊNCIA: 2440\POTÊNCIA(W): 4W\BASE: E14\TENSÃO(V): 100-240V\ TEMP. COR(K): 2.200K\GARANTIA: 1 ano
2446,RABICHO PARA FITA LED,RABICHO PARA FITA LED,Rabicho para fita de LED,CÓDIGO: 2446\REFERÊNCIA: 2446\TENSÃO(V): 100-240V\GARANTIA: 1 ano
2449,FITA LED 5050 6500K 220V 100M,FITA LED 5050 6500K 220V 100M,Fita LED 5050 6500K 100 metros,CÓDIGO: 2449\REFERÊNCIA: 2449\TENSÃO(V): 100-240V\GARANTIA: 1 ano\POTÊNCIA(W): 10W/m\TENSÃO(V): 220V\ TEMP. COR(K): 6500K\PROTEÇÃO: IP67\LED Qty: 60 LEDS/m\GARANTIA: 1 ano
2450,FITA LED 5050 2700k 220V 100M,FITA LED 5050 2700k 220V 100M,Fita LED 5050 2700K 100 metros,CÓDIGO: 2450\REFERÊNCIA: 2450\TENSÃO(V): 100-240V\GARANTIA: 1 ano
2452,LUSTRE LT-002C E14-5 COBRE,LUSTRE LT-002C E14-5 COBRE,Lustre Vidro 40cm 5 Lâmpadas Soquete E14 LT-002C Cobre,CÓDIGO: 2452\REFERÊNCIA: 2452\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3000,LUSTRE LT-003C E14X1 COR COBRE,LUSTRE LT-003C E14X1 COR COBRE,Lustre Vidro 21cm 1 Lâmpada Soquete E14 LT-003C Cobre,CÓDIGO: 3000\REFERÊNCIA: 3000\BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3001,LUSTRE LT-004A G9X3,LUSTRE LT-004A G9X3,Lustre Vidro 28cm 3 Lâmpadas Soquete G9 LT-004A Ambar,CÓDIGO: 3001\REFERÊNCIA: 3001\BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3002,LUSTRE LT-004B G9X3,LUSTRE LT-004B G9X3,Lustre Vidro 28cm 3 Lâmpadas Soquete G9 LT-004B Prata,CÓDIGO: 3002\REFERÊNCIA: 3002\BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3003,LUSTRE LT-004C G9X3,LUSTRE LT-004C G9X3,Lustre Vidro 28cm 3 Lâmpadas Soquete G9 LT-004C Cobre,CÓDIGO: 3003\REFERÊNCIA: 3003\BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3004,LUSTRE LED LTL-019 GU10 5W 4000K,LUSTRE LED LTL-019 GU10 5W 4000K,Lustre LED LTL-019 5W 4000K Soquete GU10,CÓDIGO: 3004\REFERÊNCIA: 3004\BASE: GU10\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3005,LUSTRE LTX-005 SMD 72W 3 EM 1,LUSTRE LTX-005 SMD 72W 3 EM 1,Lustre LTX-005 SMD 72W 3em1,CÓDIGO: 3005\REFERÊNCIA: 3005\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3008,LUMINARIA PENDENTE LP-06 85W BIVOLT 3 EM 1,LUMINARIA PENDENTE LP-06 85W BIVOLT 3 EM 1,Luminária LED de Teto Pendente LP-006 85W 3 em 1,CÓDIGO: 3008\REFERÊNCIA: 3008\POTÊNCIA: 85W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: Ø580X1000mm\GARANTIA: 1 ano
3010,LUMINARIA PENDENTE LP-07 75W BIVOLT 3 EM 1,LUMINARIA PENDENTE LP-07 75W BIVOLT 3 EM 1,Luminária LED de Teto Pendente LP-07 75W 3 em 1,CÓDIGO: 3010\REFERÊNCIA: 3010\POTÊNCIA: 75W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: 700x290x1000mm\GARANTIA: 1 ano
3012,LUMINARIA PENDENTE LP-04 40W BIVOLT 4500K,LUMINARIA PENDENTE LP-04 40W BIVOLT 4500K,Luminária LED Pendente LP-04 40W 4500K,CÓDIGO: 3012\REFERÊNCIA: 3012\POTÊNCIA: 40W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: Ø350x1000mm\GARANTIA: 1 ano
3013,LUMINARIA PENDENTE LP-03 45W BIVOLT 3 EM 1,LUMINARIA PENDENTE LP-03 45W BIVOLT 3 EM 1,Luminária LED de Teto Pendente LP-03 45W 3 em 1,CÓDIGO: 3013\REFERÊNCIA: 3013\POTÊNCIA: 45W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: 760x280x1000mm\GARANTIA: 1 ano
3014,LUMINARIA PENDENTE LP-01 35W BIVOLT 3 EM 1,LUMINARIA PENDENTE LP-01 35W BIVOLT 3 EM 1,Luminária LED de Teto Pendente LP-01 35W 3 em 1,CÓDIGO: 3014\REFERÊNCIA: 3014\POTÊNCIA: 35W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: 580x240x1000mm\GARANTIA: 1 ano
3015,LUMINARIA PENDENTE LP-08 50W BIVOLT 3 EM 1,LUMINARIA PENDENTE LP-08 50W BIVOLT 3 EM 1,Luminária LED de Teto Pendente LP-08 50W 3 em 1,CÓDIGO: 3015\REFERÊNCIA: 3015\POTÊNCIA: 50W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: Ø600x400mm\GARANTIA: 1 ano
3016,LUMINARIA PENDENTE LP-09 95W BIVOLT 3 EM 1,LUMINARIA PENDENTE LP-09 95W BIVOLT 3 EM 1,Luminária LED de Teto Pendente LP-09 95W 3 em 1,CÓDIGO: 3016\REFERÊNCIA: 3016\POTÊNCIA: 95W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: 800x600x400mm\GARANTIA: 1 ano
3017,LUMINARIAS PENDENTES LP-010 30W BIVOLT 3 EM 1,LUMINARIAS PENDENTES LP-010 30W BIVOLT 3 EM 1,Luminária LED de Teto Pendente LP-010 30W 3 em 1,CÓDIGO: 3017\REFERÊNCIA: 3017\POTÊNCIA: 30W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: Ø600x1000mm\GARANTIA: 1 ano
3018,LUMINARIA PENDENTE LP-011 50W BIVOLT 3 EM 1,LUMINARIA PENDENTE LP-011 50W BIVOLT 3 EM 1,Luminária LED de Teto Pendente LP-011 50W 3 em 1,CÓDIGO: 3018\REFERÊNCIA: 3018\POTÊNCIA: 50W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: Ø600x400mm\GARANTIA: 1 ano
3019,LUMINARIA PENDENTE LP-012 80W BIVOLT 3 EM 1,LUMINARIA PENDENTE LP-012 80W BIVOLT 3 EM 1,Luminária LED de Teto Pendente LP-012 80W 3 em 1,CÓDIGO: 3019\REFERÊNCIA: 3019\POTÊNCIA: 80W\BASE: SMD\TENSÃO(V): 100-240V\DIMENSÕES: 800x600x400mm\GARANTIA: 1 ano
3105,LUMINARIAS PUBLICA SOLAR 100W BIVOLT 6500K,LUMINARIAS PUBLICA SOLAR 100W BIVOLT 6500K,Luminária Pública Solar 100W 6500K,"CÓDIGO: 3105\REFERÊNCIA: 3105\POTÊNCIA: 100W\BATERIA LÍTIO: 20AH\PAINEL SOLAR: Polissilício 25W 12V\ TEMPERATURA DE COR: 6500K\ACENDIMENTO: Automático com sensor de luminosidade\ MATERIAL: ABS\ÂNGULO DE FEIXE: 120°\DURAÇÃO DA BATERIA: Até 12h\ PROTEÇÃO: IP65\DIMENSÕES LUMINÁRIA: 21x49,5x5cm\DIMENSÕES PAINEL: 35x50x1,7cm\DIMENSÕES ASTE: Ø6x52,5cm\GARANTIA: 2 anos"
3106,REFLETOR LED SOLAR 30W BIVOLT 6500K,REFLETOR LED SOLAR 30W BIVOLT 6500K,Refletor com Placa Solar 30W 6500K,"CÓDIGO: 3106\REFERÊNCIA: 3106\POTÊNCIA: 30W\BATERIA LÍTIO: 8AH 3.2V\PAINEL SOLAR: Polissilício 12W 6V\ TEMPRATURA DE COR: 6000-6500K\ACENDIMENTO: Automático com sensor de luminosidade ou com controle remoto\ MATERIAL: Alumínio Fundido\ÂNGULO DE FEIXE: 120°\DURAÇÃO DA BATERIA: Até 12h\ PROTEÇÃO: IP65\DIMENSÕES REFLETOR: 19x16x6cm\DIMENSÕES PAINEL: 23,5x35x1,7cm\GARANTIA: 2 anos"
3107,REFLETOR LED SOLAR 50W BIVOLT 6500K,REFLETOR LED SOLAR 50W BIVOLT 6500K,Refletor com Placa Solar 50W 6500K,"CÓDIGO: 3107\REFERÊNCIA: 3107\POTÊNCIA: 50W\BATERIA LÍTIO: 12AH 3.2V\PAINEL SOLAR: Polissilício 18W 6V\ TEMPRATURA DE COR: 6000-6500K\ACENDIMENTO: Automático com sensor de luminosidade ou com controle remoto\ MATERIAL: Alumínio Fundido\ÂNGULO DE FEIXE: 120°\DURAÇÃO DA BATERIA: Até 12h\ PROTEÇÃO: IP65\DIMENSÕES REFLETOR: 22,5x19x8cm\DIMENSÕES PAINEL: 30,5x37x1,7cm\GARANTIA: 2 anos"
3108,PAINEL LED 60X15X3CM 18W 6500K,PAINEL LED 60X15X3CM 18W 6500K,Painel LED 60x15x3cm 18W Bivolt 6500K,CÓDIGO: 3108\REFERÊNCIA: 3108\POTÊNCIA(W): 18W\TENSÃO(V): 100-240V\FLUXO LUMINOSO (lm): 1.440\IRC: 70\ TEMP. COR(K): 6.500K\DIMENSÕES: 60x15x3cm\VIDA ÚTIL: 25.000h\GARANTIA: 1 ano
3109,PAINEL LED 120X15X3cm 36W 6500K,PAINEL LED 120X15X3cm 36W 6500K,Painel LED 120x15x3cm 36W Bivolt 6500K,CÓDIGO: 3109\REFERÊNCIA: 3109\POTÊNCIA(W): 36W\TENSÃO(V): 100-240V\FLUXO LUMINOSO (lm): 2.880\IRC: 70\ TEMP. COR(K): 6.500K\DIMENSÕES: 60x15x3cm\VIDA ÚTIL: 25.000h\GARANTIA: 1 ano
3121,RABICHO PARA FITA DE LED NEON,RABICHO PARA FITA DE LED NEON,Rabicho para fita de LED NEON,CÓDIGO: 3121\REFERÊNCIA: 3121\TENSÃO(V): 220V\GARANTIA: 1 ano
3122,LUMINARIA LED TRILHO 001P 32W 6500K PRETO,LUMINARIA LED TRILHO 001P 32W 6500K PRETO,Luminária LED Trilho 001P 32W 6500K Preto,CÓDIGO: 3122\REFERÊNCIA: 3122\POTÊNCIA(W): 32W\TENSÃO(V): 160-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 2700lm\DIMENSÕES: 95X84x87mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos
3123,LUMINARIA LED TRILHO 001B 32W 6500K BRANCO,LUMINARIA LED TRILHO 001B 32W 6500K BRANCO,Luminária LED Trilho 001B 32W 6500K Branco,CÓDIGO: 3123\REFERÊNCIA: 3123\POTÊNCIA(W): 32W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 2700lm\DIMENSÕES: 95X84x87mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos
3124,LUMINARIA LED TRILHO 002P 25W 6500K PRETO,LUMINARIA LED TRILHO 002P 25W 6500K PRETO,Luminária LED Trilho 002P 25W 6500K Preto,"CÓDIGO: 3124\REFERÊNCIA: 3124\POTÊNCIA(W): 25W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 2150lm\DIMENSÕES: 9,5X8,4x8,7mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos"
3125,LUMINARIA LED TRILHO 002B 25W 6500K BRANCO,LUMINARIA LED TRILHO 002B 25W 6500K BRANCO,Luminária LED Trilho 002B 25W 6500K Branco,"CÓDIGO: 3125\REFERÊNCIA: 3125\POTÊNCIA(W): 25W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 2150\DIMENSÕES: 9,5X8,4x8,7mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos"
3126,LUMINARIA LED TRILHO 05B 13W 6500K BRANCO,LUMINARIA LED TRILHO 05B 13W 6500K BRANCO,Luminária LED Trilho 05B 13W 6500K Branca,CÓDIGO: 3126\REFERÊNCIA: 3126\POTÊNCIA(W): 13W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 1100\DIMENSÕES: 54X120x109mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos
3127,LUMINARIA LED TRILHO 05B 13W 3000K BRANCO,LUMINARIA LED TRILHO 05B 13W 3000K BRANCO,Luminária LED Trilho 05B 13W 3000K Branca,CÓDIGO: 3127\REFERÊNCIA: 3127\POTÊNCIA(W): 13W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 1100\DIMENSÕES: 54X120x109mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos
3128,LUMINARIA LED TRILHO 05P 13W 6500K PRETO,LUMINARIA LED TRILHO 05P 13W 6500K PRETO,Luminária LED Trilho 05P 13W 6500K Preta,CÓDIGO: 3128\REFERÊNCIA: 3128\POTÊNCIA(W): 13W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 1100\DIMENSÕES: 54X120x109mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos
3129,LUMINARIA LED TRILHO 05P 13W 3000K PRETO,LUMINARIA LED TRILHO 05P 13W 3000K PRETO,Luminária LED Trilho 05P 13W 3000K Preta,CÓDIGO: 3129\REFERÊNCIA: 3129\POTÊNCIA(W): 13W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 1100\DIMENSÕES: 54X120x109mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos
3130,LUMINARIA LED TRILHO 06B 24W 6500K BRANCO,LUMINARIA LED TRILHO 06B 24W 6500K BRANCO,Luminária LED Trilho 06B 24W 6500K Branco,CÓDIGO: 3130\REFERÊNCIA: 3130\POTÊNCIA(W): 24W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 2200\DIMENSÕES: 64X140x108mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos
3131,LUMINARIA LED TRILHO 06B 24W 3000K BRANCO,LUMINARIA LED TRILHO 06B 24W 3000K BRANCO,Luminária LED Trilho 06B 24W 3000K Branco,CÓDIGO: 3131\REFERÊNCIA: 3131\POTÊNCIA(W): 24W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 2200\DIMENSÕES: 64X140x108mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos
3132,LUMINARIA LED TRILHO 06P 24W 6500K PRETO,LUMINARIA LED TRILHO 06P 24W 6500K PRETO,Luminária LED Trilho 06P 24W 6500K Preto,CÓDIGO: 3132\REFERÊNCIA: 3132\POTÊNCIA(W): 24W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 2200\DIMENSÕES: 64X140x108mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos
3133,LUMINARIA LED TRILHO 06P 24W 3000K PRETO,LUMINARIA LED TRILHO 06P 24W 3000K PRETO,Luminária LED Trilho 06P 24W 3000K Preto,CÓDIGO: 3133\REFERÊNCIA: 3133\POTÊNCIA(W): 24W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 2200\DIMENSÕES: 64X140x108mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos
3134,LUMINARIA LED TRILHO 03B 25W 6500K BRANCO,LUMINARIA LED TRILHO 03B 25W 6500K BRANCO,Luminária LED Trilho 03B 25W 6500K Branco,"CÓDIGO: 3134\REFERÊNCIA: 3134\POTÊNCIA(W): 25W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 2150lm\DIMENSÕES: Ø90,5x108mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos"
3135,LUMINARIA LED TRILHO 03B 25W 3000K BRANCO,LUMINARIA LED TRILHO 03B 25W 3000K BRANCO,Luminária LED Trilho 03B 25W 3000K Branco,"CÓDIGO: 3135\REFERÊNCIA: 3135\POTÊNCIA(W): 25W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 2150lm\DIMENSÕES: Ø90,5x108mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos"
3136,LUMINARIA LED TRILHO 03P 25W 6500K PRETO,LUMINARIA LED TRILHO 03P 25W 6500K PRETO,Luminária LED Trilho 03P 25W 6500K Preto,"CÓDIGO: 3136\REFERÊNCIA: 3136\POTÊNCIA(W): 25W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 2150lm\DIMENSÕES: Ø90,5x118mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos"
3137,LUMINARIA LED TRILHO 03P 25W 3000K PRETO,LUMINARIA LED TRILHO 03P 25W 3000K PRETO,Luminária LED Trilho 03P 25W 3000K Preto,"CÓDIGO: 3137\REFERÊNCIA: 3137\POTÊNCIA(W): 25W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 2150lm\DIMENSÕES: Ø90,5x118mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos"
3138,LUMINARIA LED TRILHO 04B 8W 6500K BRANCO,LUMINARIA LED TRILHO 04B 8W 6500K BRANCO,Luminária LED Trilho 04B 8W 6500K Branca,"CÓDIGO: 3138\REFERÊNCIA: 3138\POTÊNCIA(W): 8W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 720\DIMENSÕES: Ø45,5X113mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos"
3139,LUMINARIA LED TRILHO 04B 8W 3000K BRANCO,LUMINARIA LED TRILHO 04B 8W 3000K BRANCO,Luminária LED Trilho 04B 8W 3000K Branca,"CÓDIGO: 3139\REFERÊNCIA: 3139\POTÊNCIA(W): 8W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 720\DIMENSÕES: Ø45,5X113mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos"
3140,LUMINARIA LED TRILHO 04P 8W 6500K PRETO,LUMINARIA LED TRILHO 04P 8W 6500K PRETO,Luminária LED Trilho 04P 8W 6500K Preta,"CÓDIGO: 3140\REFERÊNCIA: 3140\POTÊNCIA(W): 8W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 720\DIMENSÕES: Ø45,5X113mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos"
3141,LUMINARIA LED TRILHO 04P 08W 3000K PRETO,LUMINARIA LED TRILHO 04P 08W 3000K PRETO,Luminária LED Trilho 04P 8W 3000K Preta,"CÓDIGO: 3141\REFERÊNCIA: 3141\POTÊNCIA(W): 8W\TENSÃO(V): 100-240V\IRC: 80\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 720\DIMENSÕES: Ø45,5X113mm\VIDA ÚTIL: 25.000h\GARANTIA: 2 anos"
3142,TRILHO PARA LUMINARIA 1M PRETO,TRILHO PARA LUMINARIA 1M PRETO,Trilho para luminária 1 metro na cor preta,CÓDIGO: 3142\REFERÊNCIA: 3142\TENSÃO(V): 100-240V\DIMENSÕES: 35X16x1000mm
3143,TRILHO PARA LUMINARIA 1M BRANCO,TRILHO PARA LUMINARIA 1M BRANCO,Trilho para luminária 1 metro na cor branca,CÓDIGO: 3143\REFERÊNCIA: 3143\TENSÃO(V): 100-240V\DIMENSÕES: 35X16x1000mm
3144,TRILHO PARA LUMINARIA 2M PRETO,TRILHO PARA LUMINARIA 2M PRETO,Trilho para luminária 2 metros na cor preta,CÓDIGO: 3144\REFERÊNCIA: 3144\TENSÃO(V): 100-240V\DIMENSÕES: 35X16x2000mm
3145,TRILHO PARA LUMINARIA 2M BRANCO,TRILHO PARA LUMINARIA 2M BRANCO,Trilho para luminária 2 metros na cor branca,CÓDIGO: 3145\REFERÊNCIA: 3145\TENSÃO(V): 100-240V\DIMENSÕES: 35X16x2000mm
3146,MINI TRILHO PARA LUMINARIA ELIPSE PRETO OVAL,MINI TRILHO PARA LUMINARIA ELIPSE PRETO OVAL,Mini Trilho Oval para luminária na cor Preta,CÓDIGO: 3146\REFERÊNCIA: 3146\TENSÃO(V): 100-240V\DIMENSÕES: 88X55x20mm
3147,MINI TRILHO PARA LUMINARIA ELIPSE BRANCO OVAL,MINI TRILHO PARA LUMINARIA ELIPSE BRANCO OVAL,Mini Trilho Oval para luminária na cor Branca,CÓDIGO: 3147\REFERÊNCIA: 3147\TENSÃO(V): 100-240V\DIMENSÕES: 88X55x20mm
3148,MINI TRILHO PARA LUMINARIA ELIPSE PRETO RETANGULAR,MINI TRILHO PARA LUMINARIA ELIPSE PRETO RETANGULAR,Mini Trilho Retangular para luminária na cor Preta,CÓDIGO: 3148\REFERÊNCIA: 3148\TENSÃO(V): 100-240V\DIMENSÕES: 105X49x20mm
3149,MINI TRILHO PARA LUMINARIA ELIPSE BRANCO RETANGULAR,MINI TRILHO PARA LUMINARIA ELIPSE BRANCO RETANGULAR,Mini Trilho Retangular para luminária na cor Branca,CÓDIGO: 3149\REFERÊNCIA: 3149\TENSÃO(V): 100-240V\DIMENSÕES: 105X49x20mm
3150,EMENDA I PARA TRILHO PRETO,EMENDA I PARA TRILHO PRETO,Emenda I para trilho cor preta,CÓDIGO: 3150\REFERÊNCIA: 3150\TENSÃO(V): 100-240V\DIMENSÕES: 33X77x18mm
3151,EMENDA I PARA TRILHO BRANCO,EMENDA I PARA TRILHO BRANCO,Emenda I para trilho cor branca,CÓDIGO: 3151\REFERÊNCIA: 3151\TENSÃO(V): 100-240V\DIMENSÕES: 33X77x18mm
3152,EMENDA L PARA TRILHO PRETO,EMENDA L PARA TRILHO PRETO,Emenda L para trilho cor preta,CÓDIGO: 3152\REFERÊNCIA: 3152\TENSÃO(V): 100-240V\DIMENSÕES: 70x70x20mm
3153,EMENDA L PARA TRILHO BRANCO,EMENDA L PARA TRILHO BRANCO,Emenda L para trilho cor branca,CÓDIGO: 3153\REFERÊNCIA: 3153\TENSÃO(V): 100-240V\DIMENSÕES: 70x70x20mm
3154,SPOT LED EXT SELO1 BR 6W 6500K,SPOT LED EXT SELO1 BR 6W 6500K,Spot LED Externo Branco SEL01 BR 6W 6500K,"CÓDIGO: 3154\REFERÊNCIA: 3154\POTÊNCIA(W): 6W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6.500K\FLUXO LUMINOSO (lm): 420\DIMENSÕES: Ø12X14,5XØ5,6\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano"
3155,SPOT LED EXT SELO1 BR 6W 3000K,SPOT LED EXT SELO1 BR 6W 3000K,Spot LED Externo Branco SEL01 BR 6W 3000K,"CÓDIGO: 3155\REFERÊNCIA: 3155\POTÊNCIA(W): 6W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 420\DIMENSÕES: Ø12X14,5XØ5,6\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano"
3156,SPOT LED EXT SELO1 BR 6W VERDE,SPOT LED EXT SELO1 BR 6W VERDE,Spot LED Externo Branco SEL01 BR 6W Verde,"CÓDIGO: 3156\REFERÊNCIA: 3156\POTÊNCIA(W): 6W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): VERDE\FLUXO LUMINOSO (lm): 420\DIMENSÕES: Ø12X14,5XØ5,6\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano"
3157,"LAMPADAS BULBO A55 4,9W 6500K E27","LAMPADAS BULBO A55 4,9W 6500K E27","Lâmpada Alta potência LED Bulbo 4,9W A-55 Bivolt 6500K E27","CÓDIGO: 3157\REFERÊNCIA: 3157\POTÊNCIA(W): 4,9W\BASE: E27\CORRENTE: 69mA 127V / 40mA 220V\FLUXO LUMINOSO (lm): 450lm\TEMP. COR(K): 6500K\TENSÃO(V): 100-240V\FREQUÊNCIA: 60Hz\ EQUIV. INCANDESCENTE: 30W\ DIMENSÃO APROX: 55x100mm\IRC: >80\ FATOR DE POTÊNCIA: >0.5\ VIDA ÚTIL (L70): 25.000h\ ÂNGULO: 220°\PESO: 37g\GARANTIA: 2 anos"
3162,LAMPADAS BULBO T140 50W 6500K E27,LAMPADAS BULBO T140 50W 6500K E27,Lâmpada Bulbo LED T140 50W 6500K Socket E27,CÓDIGO: 3162\REFERÊNCIA: 3162\POTÊNCIA(W): 50W\BASE: E27\CORRENTE: 366mA 127V / 211mA 220V\FLUXO LUMINOSO (lm): 4000lm\TEMP. COR(K): 6500K\TENSÃO(V): 100-240V\FREQUÊNCIA: 60Hz\ DIMENSÃO APROX: 140x226mm\IRC: >80\ FATOR DE POTÊNCIA: >0.92\ VIDA ÚTIL (L70): 25.000h\ ÂNGULO: 180°\PESO: 570g\GARANTIA: 2 anos
3163,BOCAL C/RABICHO MSxB271 NITROLUX,BOCAL C/RABICHO MSxB271 NITROLUX,Bocal com rabicho preto MSxB271 Base E27,CÓDIGO: 3163\REFERÊNCIA: 3163\TENSÃO(V): 100-240V\DIMENSÕES: Ø40x45mm
3165,LUMINARIA LED PANEL LE001R 10W 3000K 100-240V,LUMINARIA LED PANEL LE001R 10W 3000K 100-240V,Luminária de embutir 10W LE001R Bivolt 3.000K,CÓDIGO: 3165\REFERÊNCIA: 3165\POTÊNCIA(W): 10W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 3.000K\FLUXO LUMINOSO (lm): 1.000\DIMENSÕES: Ø100x16mm\TAMANHO DO FURO: 50-70mm\VIDA ÚTIL: 20.000h\GARANTIA: 1 ano
3166,LUMINARIA LED PANEL LE001R 10W 6500K 100-240V,LUMINARIA LED PANEL LE001R 10W 6500K 100-240V,Luminária de embutir 10W LE001R Bivolt 6.500K,CÓDIGO: 3166\REFERÊNCIA: 3166\POTÊNCIA(W): 10W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6.500K\FLUXO LUMINOSO (lm): 1.000\DIMENSÕES: Ø100x16mm\TAMANHO DO FURO: 50-70mm\VIDA ÚTIL: 20.000h\GARANTIA: 1 ano
3168,LUMINARIA LED PANEL LE002R 15W 6500K 100-240V,LUMINARIA LED PANEL LE002R 15W 6500K 100-240V,Luminária de embutir 15W LE002R Bivolt 6.500K,CÓDIGO: 3168\REFERÊNCIA: 3168\POTÊNCIA(W): 15W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6.500K\FLUXO LUMINOSO (lm): 1.500\DIMENSÕES: Ø120x16mm\TAMANHO DO FURO: 50-95mm\VIDA ÚTIL: 20.000h\GARANTIA: 1 ano
